Campanha,Conjunto_Anuncios,Anuncio,Status_Veiculacao,Nivel_Veiculacao,Config_Atribuicao,Tipo_Resultado,Resultados,Alcance,Impressoes,Custo_Resultado,Qualidade,Taxa_Engajamento,Taxa_Conversao,Investimento,Frequencia,Cliques_Link,CPC,Cliques_Link_Unicos,CTR_Unico,Custo_Clique_Unico,Cadastros,Custo_Cadastro,Inicio_Relatorios,Fim_Relatorios,CPA,Apelido
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,289922.0,289922,294414,1.72,–,–,–,500.0,1.01549382,143.0,3.4965035,143.0,0.04932361,2.34741784,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-É-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,292158.0,292158,295051,1.71,–,–,–,500.0,1.00990218,176.0,2.84090909,176.0,0.06024138,2.12765957,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-É-BOM-SABER-STORY-IG,FOTO|HABITOS|05-10-É-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,292158.0,292158,295051,1.71,–,–,–,500.0,1.00990218,176.0,2.84090909,176.0,0.06024138,2.12765957,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|18-10-DIA-DO-ANESTESISTA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,152508.0,152508,154022,3.28,–,–,–,500.0,1.00992735,144.0,3.47222222,143.0,0.09376557,2.65957447,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|18-10-DIA-DO-ANESTESISTA-STORY-IG,FOTO|HABITOS|18-10-DIA-DO-ANESTESISTA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,152508.0,152508,154022,3.28,–,–,–,500.0,1.00992735,144.0,3.47222222,143.0,0.09376557,2.65957447,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OSTEOPOROSE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,275853.0,275853,279691,1.74,–,–,–,479.86,1.01391321,1.0,479.86,1.0,0.00036251,0.53317778,0.0,,2023-06-01,2023-11-30,479.86,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OSTEOPOROSE-FB,FOTO|HABITOS|20-10-OSTEOPOROSE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,275853.0,275853,279691,1.74,–,–,–,479.86,1.01391321,1.0,479.86,1.0,0.00036251,0.53317778,0.0,,2023-06-01,2023-11-30,479.86,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|27-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,162081.0,162081,165482,2.59,–,–,–,420.0,1.02098334,0.0,,,,1.06329114,0.0,,2023-06-01,2023-11-30,420.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|27-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|27-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,162081.0,162081,165482,2.59,–,–,–,420.0,1.02098334,0.0,,,,1.06329114,0.0,,2023-06-01,2023-11-30,420.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|17-10-DIA-DA-VACINACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,126872.0,126872,131506,2.36,–,–,–,300.0,1.036525,2.0,150.0,2.0,0.00157639,0.61601643,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|17-10-DIA-DA-VACINACAO-FB,FOTO|HABITOS|17-10-DIA-DA-VACINACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,126872.0,126872,131506,2.36,–,–,–,300.0,1.036525,2.0,150.0,2.0,0.00157639,0.61601643,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|23-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,133093.0,133093,136796,2.25,–,–,–,300.0,1.02782265,21.0,14.28571429,21.0,0.01577844,1.01351351,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|23-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|23-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,133093.0,133093,136796,2.25,–,–,–,300.0,1.02782265,21.0,14.28571429,21.0,0.01577844,1.01351351,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,157695.0,157695,159869,1.9,–,–,–,300.0,1.01378611,79.0,3.79746835,79.0,0.05009671,1.92307692,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-IG,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,157695.0,157695,159869,1.9,–,–,–,300.0,1.01378611,79.0,3.79746835,79.0,0.05009671,1.92307692,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-ACREDITACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,163316.0,163316,170220,1.84,–,–,–,300.0,1.04227387,60.0,5.0,58.0,0.03551397,0.72815534,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|05-10-ACREDITACAO-FB,FOTO|HABITOS|05-10-ACREDITACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,163316.0,163316,170220,1.84,–,–,–,300.0,1.04227387,60.0,5.0,58.0,0.03551397,0.72815534,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,153120.0,153120,155576,1.96,–,–,–,300.0,1.01603971,94.0,3.19148936,93.0,0.06073668,2.0,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-IG,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,153120.0,153120,155576,1.96,–,–,–,300.0,1.01603971,94.0,3.19148936,93.0,0.06073668,2.0,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,177747.0,177747,184569,1.69,–,–,–,300.0,1.03838039,258.0,1.1627907,255.0,0.14346234,0.6147541,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-FB,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,177747.0,177747,184569,1.69,–,–,–,300.0,1.03838039,258.0,1.1627907,255.0,0.14346234,0.6147541,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,159635.0,159635,162467,1.88,–,–,–,300.0,1.01774047,200.0,1.5,199.0,0.12465938,0.8,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-FB,VIDEO|HABITOS|07-10-JACQUE-BOLO-LEITE-NINHO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,159635.0,159635,162467,1.88,–,–,–,300.0,1.01774047,200.0,1.5,199.0,0.12465938,0.8,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENCAO-A-OBESIDADE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,115158.0,115158,118073,1.74,–,–,–,200.0,1.02531305,0.0,,,,0.57142857,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENCAO-A-OBESIDADE-FB,FOTO|HABITOS|11-10-PREVENCAO-A-OBESIDADE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,115158.0,115158,118073,1.74,–,–,–,200.0,1.02531305,0.0,,,,0.57142857,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,558966.0,674175,1302922,0.01,–,–,–,7039.0,1.9326169,735.0,9.57687075,722.0,0.10709386,0.50981386,0.0,,2023-06-01,2023-11-30,7039.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,143569.0,237441,294601,0.01,–,–,–,880.0,1.24073349,230.0,3.82608696,230.0,0.09686617,2.30971129,0.0,,2023-06-01,2023-11-30,880.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|08-06-THAISA-LEAL-BOMBOM-FIT-IG,VIDEO|HABITOS|08-06-THAISA-LEAL-BOMBOM-FIT-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,143569.0,237441,294601,0.01,–,–,–,880.0,1.24073349,230.0,3.82608696,230.0,0.09686617,2.30971129,0.0,,2023-06-01,2023-11-30,880.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,78474.0,118527,146583,0.01,–,–,–,800.0,1.23670556,187.0,4.27807487,186.0,0.15692627,2.5974026,0.0,,2023-06-01,2023-11-30,800.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,78474.0,118527,146583,0.01,–,–,–,800.0,1.23670556,187.0,4.27807487,186.0,0.15692627,2.5974026,0.0,,2023-06-01,2023-11-30,800.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,41740.0,94656,132555,0.02,–,–,–,800.0,1.40038666,1.0,800.0,1.0,0.00105646,8.33333333,0.0,,2023-06-01,2023-11-30,800.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,41740.0,94656,132555,0.02,–,–,–,800.0,1.40038666,1.0,800.0,1.0,0.00105646,8.33333333,0.0,,2023-06-01,2023-11-30,800.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,52275.0,104864,128649,0.01,–,–,–,680.0,1.22681759,155.0,4.38709677,149.0,0.1420888,2.0668693,0.0,,2023-06-01,2023-11-30,680.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-IG,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,52275.0,104864,128649,0.01,–,–,–,680.0,1.22681759,155.0,4.38709677,149.0,0.1420888,2.0668693,0.0,,2023-06-01,2023-11-30,680.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,38819.0,56992,90115,0.01,–,–,–,459.0,1.58118683,3.0,153.0,3.0,0.0052639,0.29161372,0.0,,2023-06-01,2023-11-30,459.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,VIDEO|HABITOS|21-06-LUIZA-ZAIDAN-PACOCA-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,38819.0,56992,90115,0.01,–,–,–,459.0,1.58118683,3.0,153.0,3.0,0.0052639,0.29161372,0.0,,2023-06-01,2023-11-30,459.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,44034.0,87120,99876,0.01,–,–,–,400.0,1.14641873,0.0,,,,6.89655172,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|14-07-BRUNO-FRANGO-CROCANTE-IG,VIDEO|HABITOS|14-07-BRUNO-FRANGO-CROCANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,44034.0,87120,99876,0.01,–,–,–,400.0,1.14641873,0.0,,,,6.89655172,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG",All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,42556.0,79181,86715,0.01,–,–,–,400.0,1.09514909,110.0,3.63636364,108.0,0.13639636,2.09424084,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,"GERAL|IDENTIFICACAO|13-06-1DIA,1EXERCICIO-IG","FOTO|HABITOS|13-06-1DIA,1EXERCICIO-IG",inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,42556.0,79181,86715,0.01,–,–,–,400.0,1.09514909,110.0,3.63636364,108.0,0.13639636,2.09424084,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1940.0,15084,22448,0.19,–,–,–,360.0,1.48819942,1.0,360.0,1.0,0.00662954,0.17910448,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-DOENÇAS-RESPIRATÓRIAS-FB,FOTO|HABITOS|19-06-DOENÇAS-RESPIRATÓRIAS-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1940.0,15084,22448,0.19,–,–,–,360.0,1.48819942,1.0,360.0,1.0,0.00662954,0.17910448,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,24925.0,45280,55900,0.01,–,–,–,360.0,1.23454064,1.0,360.0,1.0,0.00220848,0.24623803,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-FB,VIDEO|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,24925.0,45280,55900,0.01,–,–,–,360.0,1.23454064,1.0,360.0,1.0,0.00220848,0.24623803,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,53109.0,105184,129248,0.01,–,–,–,320.0,1.22878004,14.0,22.85714286,12.0,0.01140858,0.08861811,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|01-06-THIAGO-SODRE-HAMBURGUER-FB,VIDEO|HABITOS|01-06-THIAGO-SODRE-HAMBURGUER-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,53109.0,105184,129248,0.01,–,–,–,320.0,1.22878004,14.0,22.85714286,12.0,0.01140858,0.08861811,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1234.0,6262,9398,0.26,–,–,–,320.0,1.50079847,0.0,,,,0.24150943,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-AUTOMEDICACAO-FB,FOTO|HABITOS|05-06-AUTOMEDICACAO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1234.0,6262,9398,0.26,–,–,–,320.0,1.50079847,0.0,,,,0.24150943,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,31246.0,53122,57139,0.01,–,–,–,320.0,1.07561839,0.0,,,,9.14285714,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|PRIMEIRO-PASSO|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,CARROSSEL|HABITOS|27-06-LUIZA-ZAIDAN-MAIONESE-TEMPERADA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,31246.0,53122,57139,0.01,–,–,–,320.0,1.07561839,0.0,,,,9.14285714,0.0,,2023-06-01,2023-11-30,320.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1882.0,13096,18499,0.17,–,–,–,314.0,1.41256872,1.0,314.0,1.0,0.00763592,0.14995224,0.0,,2023-06-01,2023-11-30,314.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|05-06-COMIDAS-FESTA-JUNINA-FB,FOTO|HABITOS|05-06-COMIDAS-FESTA-JUNINA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1882.0,13096,18499,0.17,–,–,–,314.0,1.41256872,1.0,314.0,1.0,0.00763592,0.14995224,0.0,,2023-06-01,2023-11-30,314.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1704.0,14356,17655,0.18,–,–,–,314.0,1.22979939,2.0,157.0,2.0,0.01393146,0.16773504,0.0,,2023-06-01,2023-11-30,314.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|INSTITUCIONAL|21-06-ASMA-FB,FOTO|HABITOS|21-06-ASMA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1704.0,14356,17655,0.18,–,–,–,314.0,1.22979939,2.0,157.0,2.0,0.01393146,0.16773504,0.0,,2023-06-01,2023-11-30,314.0,MUDE1HABITO|2023-JUNHO
BINDER|FACEBOOK|BRANDING|PROJETOS|ENGAJAMENTO|MUDE1HABITO|2023-JUNHO,GERAL|IDENTIFICACAO|19-06-VAGAS-FALSAS-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Engajamentos com a publicação,1459.0,9154,13541,0.21,–,–,–,312.0,1.47924405,30.0,10.4,29.0,0.3168014,0.20233463,0.0,,2023-06-01,2023-11-30,312.0,MUDE1HABITO|2023-JUNHO
